item_number,item_name,line_build_id,procedures_step_order,sub_steps_order,procedures_activity,procedures_appliance,procedures_cooking_phase,sub_steps_title,sub_steps_related_item_number,cooking_time,resting_time,hold_time,step_time,apply_option_id,apply_option_value_id,restaurant_id,procedures_option_type,procedures_option_name,procedures_option_value_name
8011185,"Spicy Pepperoni Pizza, Detroit Brick (V3 Pilot)",1e33e863-1f94-42cd-9972-03d8ccff2731,1,6,GARNISH,,,(20 ea) Pepperoni,,,,,00:45,,,292f7795-837a-473f-8d51-31440616b280,,,
8010465,"12"" Gluten-Free Pizza Piccante, Alanza Pizza",ca8e865a-eabe-4cec-9ff2-b3b23e617c4e,1,3,GARNISH,,,"(1) Calabrian Hot Chili Peppers, Spread",8805887,,,,00:45,,,f397f63a-936c-4e4b-9e20-07140a9fd892,,,
8011251,"Sesame Chicken, Kin House (Microwave Pilot)",3cfab29a-f082-49b7-a869-eaa284f6a58b,5,2,GARNISH,,,"Sesame General Sauce, Scrape - Spatula",,,,,00:30,,,3fae7dd2-a263-445e-8c6c-d072605f8bef,,,
8010902,"Cheesesteak Quesadilla (BYO), Limesalt",caa3b07d-3835-47bf-9f59-f03d2e4deec2,2,1,COOK,RICE_COOKER,,Brown Rice,,40:00,,00:00,40:15,,,5bd779ff-652f-4eb9-a06e-d64e80c87335,,,
8011275,"12pc Boneless Wings, Wing Trip",f48698f5-54df-45d3-b584-c50432e66f1a,6,1,COOK,FRYER,,(16) Boneless Wings,,04:30,,,04:45,,,c96132be-e6a2-4b34-99ca-effe6d88246d,MANDATORY_CHOICE,Choose Your Flavor ,Buffalo
8008779,"6pc BBQ Wings, Wing Trip",a31f1062-6135-4a85-80e1-2f14f5dafaec,1,1,COOK,FRYER,,(6) Bone-in Wings ,4000475,06:30,,,06:45,,,c6bd9fd5-e01e-45ea-98e1-bb1d1db9b2cd,,,
8010909,"BBQ Brisket Taco, PRESET",22ead752-8401-4388-a19b-35fa262728a8,12,1,COOK,MICROWAVE,,"Carnitas, Drained",,00:40,,,01:00,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0,,,
8008643,"Fried Chicken Sandwich, Street Bird",26c36a79-8dfe-4fe1-85aa-43d3e27e836a,2,3,GARNISH,,,No Garlic Aioli,,,,,01:00,,,779c0a21-8dca-41e0-857a-c8bfea570c69,,,
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,23,11,GARNISH,,,Sliced Romaine,,,,,00:15,,,fdfe198d-7678-4121-907b-bde344469313,,,
8010904,"Bowl (BYO), Yasas (Rice Pilot)",17b53ed1-8761-4f64-923b-e0b89eb1f352,17,6,GARNISH,,,Chickpeas,,,,,00:30,,,,,,
8008645,"Fried Spicy Chicken Sandwich Deluxe, Street Bird",75c61fee-3d24-46a5-b33a-461d84354346,2,1,COMPLETE,,,Place in Bag,9002138,,,30:00,00:15,,,a4b3ed0e-84a1-49c7-a728-c3cedf564c77,,,
8008794,"12pc Boneless Hot Honey Wings, Wing Trip",88bf154e-5e06-4f7f-8459-5b210edc43a5,1,1,COOK,FRYER,,(16) Boneless Wings,4000478,04:00,,,04:45,,,48886d75-03f4-4c9e-b76c-4757232d414e,,,
8007279,"6pc Classic Buffalo Wings, Wing Trip",f3b9d001-652a-4617-bc5f-fb8cedbd8bc7,3,1,COMPLETE,,,6pc Classic Buffalo Wings,9002117,,,30:00,00:30,,,985d4764-0958-4d7a-b030-58b870981c91,,,
8010710,"BYO Beet & Goat Cheese  Salad, Royal Greens  AB PRESET",c0365b11-e13d-47b2-94e0-203051b4e752,5,46,GARNISH,,,Mandarin Segments,,,,,00:15,,,,,,
8010854,"Campesino Bowl, PRESET",79464757-8d40-4878-9d2b-0f6fa2bb20a5,22,11,GARNISH,,,Sliced Romaine,,,,,00:15,,,fdfe198d-7678-4121-907b-bde344469313,,,
8009007,"General Tso's Chicken, Kin House 2.0",c5222629-38a0-483b-9eae-424cdcf01ba2,6,4,GARNISH,,,Scallions,,,,,00:15,,,,,,
8008569,"12pc Classic Plain Wings, Wing Trip",7de2f803-b7d6-41ba-9770-9bdb852528e4,2,2,GARNISH,,,(2) Foil Sheet ,,,,,00:15,,,c96132be-e6a2-4b34-99ca-effe6d88246d,,,
8008423,"12pc Nashville Hot Wings, Wing Trip",4dbceee5-126c-4962-9ac4-3d146183d1ce,3,1,COMPLETE,,,12pc Nashville Hot Wings,9002118,,,30:00,00:30,,,5a204e74-cd6f-4533-939e-e35e44d688bb,,,
8011275,"12pc Boneless Wings, Wing Trip",f48698f5-54df-45d3-b584-c50432e66f1a,12,2,GARNISH,,,(2 Scoop) Parsley Chopped,,,,,00:15,,,c6bd9fd5-e01e-45ea-98e1-bb1d1db9b2cd,,,
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,12,1,COOK,TURBO_OVEN,,Adobo Chicken,,04:00,,,04:15,,,5bd779ff-652f-4eb9-a06e-d64e80c87335,,,
8009821,"Green Curry, Chicken, Sri",224faa60-4f41-492a-9a0f-8c6eec97f881,3,2,GARNISH,,,(20 ea) Thai Basil,,,,,00:30,,,,,,
8007403,"Bowl (BYO), Yasas",2fcf5aa5-ad44-48f7-802d-23ea0f192750,1,1,GARNISH,,,Roasted Garlic Red Wine Vinaigrette ,,,,,00:05,,,,,,
8010749,"Pizza Lasagna 12"", Alanza Pizza",33b8dee8-a8fd-4b28-8c7f-c29a5b4bac75,1,4,GARNISH,,,"Bolognese [Pouch], Spiral Pour",,,,,00:30,,,372c68cd-54a3-493e-af00-63636b89fbd7,,,
8010798,"French Fries, Bellies (Pilot)",ca3d6451-226d-4acc-8e63-b9e641693488,1,3,COOK,FRYER,,POST COOK: Large Vented Clamshell - Fries,,03:30,,,03:45,,,2a8c1789-f154-4ed7-9010-dc0e2ba04c69,,,
8008646,"Fried Spicy Chicken Sandwich, Street Bird",e7327c3f-2212-44ae-9759-a357993a0791,1,1,GARNISH,,,M's BBQ Sauce,,,,,00:15,,,46526f6b-e0d4-4ac7-96af-51f85eb5d852,,,
8010592,"Double Bacon Cheeseburger, Burger Baby (Pilot)",87a32fb9-9e76-42a5-b21c-2d3380247f35,4,2,GARNISH,,,(3 ea) Pickles,,,,,00:30,,,,,,
8008407,"12pc Tandoori Wings, Wing Trip",a62beab5-61d3-4d00-9c97-e47710bcaf59,3,1,COMPLETE,,,12pc Tandoori Wings,9002118,,,30:00,00:30,,,985d4764-0958-4d7a-b030-58b870981c91,,,
8010985,"Cheesesteak Quesadilla, Limesalt PRESET",886c2bdc-8f5b-49ae-8cc3-a021fc4296a6,8,1,COOK,MICROWAVE,,BBQ Brisket Burnt Ends,,01:15,,00:00,01:30,,,ce91c4d5-481d-4a1f-bf07-0b359bccbbd9,,,
8010858,"Basics Bowl, PRESET",30d31de1-5786-49ad-998d-6c94cd440d06,22,11,GARNISH,,,Sliced Romaine,,,,,00:15,,,899334d9-14be-4976-9c01-966d8ab80d0c,,,
8010999,"Autumn Orchard Bowl, Royal Greens PRESET",6cf62583-dfd6-45e6-b6a2-3e7c1089b59d,6,17,GARNISH,,,Furikake,,,,,00:15,,,,,,
8009132,"Sesame Beef, Kin House 2.0",432c3658-2731-4529-9694-5580b57d8408,8,1,COMPLETE,,,Sesame Beef,,,,30:00,00:15,,,fe657a63-f3b6-44de-9fd7-857b8e684b11,,,
8010662,"BYO Harvest Bowl, Royal Greens PRESET",db1f5fc0-38e0-486b-bf61-46816eaa26dd,7,21,GARNISH,,,Turmeric Yogurt Dressing,,,,,00:15,,,,,,
8011157,"Crispy Rice Lunch Box, Happy Tuna",fe74af8f-f50f-476b-85e2-43e415ca1f1f,1,9,GARNISH,,,Salmon Avocado Roll,,,,,09:00,,,,,,
8010062,"French Fries, Bellies",b217ffc7-7ddb-403d-bd25-6cec9ad7426e,1,2,COOK,FRYER,,"POST COOK: (2 Shakes) Salt, Toss",,03:30,,,04:00,,,a63b8b95-9428-4e47-9d2e-ca3345b31009,,,
8010062,"French Fries, Bellies",b217ffc7-7ddb-403d-bd25-6cec9ad7426e,2,1,GARNISH,,,Bellies Clamshell - Fries,,,,,00:30,,,fb5dbdb8-8110-460f-bd23-9fc68346ed26,,,
8010438,"Pizza Pepperoni 12"", Alanza Pizza",08466aa8-9f6f-418a-acf3-4368059e6172,1,3,GARNISH,,,(1) Diced Mozzarella,,,,,00:45,,,084f60f4-a746-45e1-a4fb-e04e3b9666fa,,,
8010062,"French Fries, Bellies",329b5b4a-5692-4756-9202-e2ef840d2baf,1,1,COOK,FRYER,,Fries,4000053,04:00,,,04:45,,,7f77b81d-652f-411d-9885-876fcdda7b7d,,,
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,23,1,GARNISH,,,Pico de Gallo,,,,,00:15,,,f54a0b83-50d6-43bb-b7d2-5c3f94af79a1,,,
8010855,"Sabroso Bowl, PRESET",f2c5628e-6421-4074-b6fe-88974d01d2e6,18,1,COOK,MICROWAVE,,"Extra: Barbacoa, Drained",,00:40,,,01:00,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0,,,
8009955,"Chicken Tenders, Bellies",dc2c9f42-4f6e-4b30-8c61-7914dd2c2efb,1,2,COOK,FRYER,,POST COOK: Chicken Tenders - Bellies Clamshell,,05:00,,,05:45,,,ab3a46ba-c39f-44b8-98c4-ce067a12b284,,,
8010855,"Sabroso Bowl, PRESET",f2c5628e-6421-4074-b6fe-88974d01d2e6,2,1,COOK,RICE_COOKER,,Brown Rice,,40:00,,00:00,40:15,,,bb0d7ffd-553f-40fb-a94b-61ec631a4345,,,
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,2,1,GARNISH,,,Branded Greasepaper - 36oz Pulp Rectangle,,,,,00:30,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5,,,
8010854,"Campesino Bowl, PRESET",79464757-8d40-4878-9d2b-0f6fa2bb20a5,7,1,COOK,WATER_BATH,,Pinto Beans,,20:00,,,20:30,,,72892b02-6079-4724-81aa-e47fd42a03e7,,,
8010861,"BBQ Chicken Salad, Royal Greens AB PRESET",7b027177-fe3f-4881-8eec-716ba2ae67bb,6,25,GARNISH,,,Candied Pecans,,,,,00:15,,,,,,
8011192,"Cheese Bread, Detroit Brick (V3 Pilot)",d9dd0252-3c1b-411e-a5a8-ad58477627f6,3,3,GARNISH,,,Cheese Bread  - Square Pizza Box + Liner,,,,,00:45,,,56bfbd5f-c32d-4060-abb6-d61c3deed6bc,,,
8010985,"Cheesesteak Quesadilla, Limesalt PRESET",886c2bdc-8f5b-49ae-8cc3-a021fc4296a6,3,1,COMPLETE,,,Place in Bag,,,,30:00,00:05,,,f54a0b83-50d6-43bb-b7d2-5c3f94af79a1,,,
8010908,"BBQ Brisket Bowl, PRESET",4f0956d0-f9c6-4b2d-8698-729e3fe45c0b,22,11,GARNISH,,,Sliced Romaine,,,,,00:15,,,5bd779ff-652f-4eb9-a06e-d64e80c87335,,,
8010867,"Mexican Fries, Limesalt",c0540d2c-29c1-4183-9d41-8cb9545d87b6,2,1,VEND,,,Ketchup,,,,,00:00,,,d6167f99-7ae2-4c12-9c1e-319367c30ace,,,
8010463,"12"" Gluten-Free Pizza Classica, Alanza Pizza",b3781438-6a9a-40aa-abd5-620b108a7ea4,4,1,VEND,,,Red Pepper Flakes,,,,,00:00,,,7ed1de75-a754-49fe-a18e-07b69e6d2d17,,,
8010851,"White Rice Fajita Bowl, PRESET",473c4f29-7087-4b7a-a313-791065604e1b,22,8,GARNISH,,,Guacamole,,,,,00:15,,,5bd779ff-652f-4eb9-a06e-d64e80c87335,,,
8008646,"Fried Spicy Chicken Sandwich, Street Bird",e7327c3f-2212-44ae-9759-a357993a0791,2,9,GARNISH,,,Top Bun,,,,,01:00,,,9a64550c-b47a-42f2-8f67-112dda3e5d17,,,
8010690,"Spicy Cauliflower & Avocado Sandwich PRESET, Yasas BYO",b1ca202b-11e2-44dd-85e2-8b74d4404ee2,11,4,GARNISH,,,Spicy Pepper & Feta Spread,,,,,00:30,,,,,,
8010853,"Ranchero Bowl, PRESET",e832aae2-196e-49a4-a492-f661a067e41e,17,1,COOK,MICROWAVE,,"Barbacoa, Drained",,00:40,,,01:00,,,72892b02-6079-4724-81aa-e47fd42a03e7,,,
8009932,"French Fries, Mainstay",1327eba2-b422-4a7d-9854-fdae1fcf608a,4,1,COMPLETE,,,Place in Bag,,,,05:00,00:30,,,9f3e64d1-8ff5-4687-92ac-387ff6c9c51a,,,
8010714,"BYO Maydan’s Fattoush  Salad, Royal Greens AB PRESET",a650e54a-dd6c-4176-a636-cda848c418fd,5,34,GARNISH,,,Grated Parmesan,,,,,00:15,,,,,,
8010749,"Pizza Lasagna 12"", Alanza Pizza",33b8dee8-a8fd-4b28-8c7f-c29a5b4bac75,5,1,COMPLETE,,,Place Tamper Proof Sticker,,,,05:00,00:30,,,a360d179-2d87-48fa-8987-f95dc7d1a574,,,
8011197,"Buffalo Chicken Pizza, Detroit Brick (V2 Pilot)",1a32dab1-2e50-4705-b931-948a16a8ae02,3,2,GARNISH,,,Pizza- 4 Piece Cut,,,,,00:45,,,a39ba337-68b6-46fa-b6ea-51f3048e6613,,,
8010985,"Cheesesteak Quesadilla, Limesalt PRESET",0a1c0136-4df8-44ff-a731-4f9c2418ca48,13,8,GARNISH,,,Pickled Red Onions - 2oz Portion Cup,,,,,00:15,,,,,,
8010850,"Brown Rice Fajita Bowl, PRESET",d54a3538-8106-4511-90d3-f84735c8a3f9,19,1,COOK,MICROWAVE,,BBQ Brisket Burnt Ends,,01:15,,,01:30,,,3ee40ffd-12ac-4c43-be13-4f11af0aa115,,,
8005005,"Taco (BYO), Limesalt",0f4f71cb-c393-493a-9aef-f13fad942ebb,16,6,GARNISH,,,Shredded Cheese,,,,,00:15,,,ba6162bb-1d84-47d2-aeef-0ee560a7cfd4,,,
8010902,"Cheesesteak Quesadilla (BYO), Limesalt",caa3b07d-3835-47bf-9f59-f03d2e4deec2,2,1,COOK,RICE_COOKER,,Brown Rice,,40:00,,00:00,40:15,,,50c80294-6a20-41f3-901a-8238ece6244f,,,
8011203,"Original Square Pizza, Di Fara (V1 Pilot)",589af8d0-13cf-45db-8d10-429864bada9b,1,6,GARNISH,,,"Bufala Mozzarella, Tear + Place Evenly",,,,,01:00,,,24044196-482d-46c5-aecf-ee308bdb9381,,,
8009454,"6pc Classic Buffalo Wings, Detroit Brick",e172b174-68bb-49ca-be50-6e6b6064a805,2,3,GARNISH,,,Detroit Brick Sticker,,,,,00:15,,,8ab86863-9d7a-4da9-b9cb-41634f253fa8,,,
8005006,"Salad (BYO), Limesalt",d6885207-6519-44c0-9666-ad38fdabd50d,22,2,GARNISH,,,Tomatillo Salsa,,,,,00:15,,,4bc41e5f-e75b-4bc7-9b04-53093250015d,,,
8011203,"Original Square Pizza, Di Fara (V1 Pilot)",589af8d0-13cf-45db-8d10-429864bada9b,1,5,GARNISH,,,(2) Diced Mozzarella,,,,,01:00,,,24044196-482d-46c5-aecf-ee308bdb9381,,,
8011327,Kale Junkie Salad,1f98eb44-77cb-430c-a0e1-f3b8e281a5ef,5,31,GARNISH,,,Granny Smith Apples,,,,,00:15,,,,,,
8010465,"12"" Gluten-Free Pizza Piccante, Alanza Pizza",ca8e865a-eabe-4cec-9ff2-b3b23e617c4e,1,5,GARNISH,,,Alanza Pizza Sauce,,,,,00:45,,,36f1f26c-4b54-4720-8770-3336b4f71488,,,
8009955,"Chicken Tenders, Bellies",91e4735d-60cb-4f87-b785-b421f744837c,1,1,COOK,FRYER,,(3) Breaded Chicken Tender ,4000477,02:30,,,02:45,,,b0b1f6ea-3595-4bab-9f83-acb5bc1d6c60,,,
8011272,"6pc Classic Wings, Wing Trip",215f296f-1e5b-4e20-b58e-aca82cefa942,4,4,COOK,FRYER,,POST COOK: Wing Paper - Small Branded Box,,05:30,,,05:45,,,aaa5d668-3a08-44df-9e9e-5a5885ff3d17,MANDATORY_CHOICE,Choose Your Flavor ,Teriyaki
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,1,1,COOK,FRYER,,"(1 ea) Chicken Filet, Breaded",,05:00,,,05:15,,,c6ac6116-b56c-4eea-a434-98a461c75344,,,
8011274,"12pc Classic Wings, Wing Trip",0722d420-5f8f-4d50-b279-e968dbc58ced,9,5,COOK,FRYER,,(2) Foil Sheet,,05:30,,,05:45,,,aaa5d668-3a08-44df-9e9e-5a5885ff3d17,MANDATORY_CHOICE,Choose Your Flavor ,Nashville Hot
8010492,"BYO Greens Bowl, Royal Greens BOWLDER- Abridged Rail ID",a0475545-ee66-4231-b5e7-a0c14490fef5,4,1,COOK,WATER_BATH,,32oz Pulp Bowl,,10:00,,,10:15,,,,MANDATORY_CHOICE,Base,Grains & Spring Mix
8010664,"BYO Greek Salad, Royal Greens PRESET",4d5b2147-437c-41db-b6d1-947f329e9831,7,20,GARNISH,,,Truffle Balsamic Vinaigrette ,,,,,00:15,,,,,,
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,10,1,COOK,TURBO_OVEN,,Adobo Steak,,03:00,,,03:15,,,70a6c40d-310d-4097-814d-15d42c7d5c1b,,,
8010856,"Essentials Bowl, PRESET",6a58585b-12b2-465b-afef-f2cbcb44780c,22,13,GARNISH,,,Pickled Red Onions,,,,,00:15,,,dec1807c-26bb-4b28-8311-08fdb9a68422,,,
8011327,Kale Junkie Salad,1f98eb44-77cb-430c-a0e1-f3b8e281a5ef,6,27,GARNISH,,,Crispy Quinoa,,,,,00:15,,,,,,
8011274,"12pc Classic Wings, Wing Trip",4a88759c-98ad-4e6e-9d6c-ec4b4abccb7b,1,2,COOK,FRYER,,"POST COOK: (2) Garlic Parmesan + Wings, Toss - Bowl",,07:00,,,07:15,,,f6b96cd4-17d0-455c-8d48-62d85962da4c,MANDATORY_CHOICE,Choose Your Flavor ,Garlic Parmesan
8008568,"6pc Boneless Plain Wings, Wing Trip",20c94ebf-494b-442c-94ef-d129c47a3c8b,1,1,COOK,FRYER,,(8) Boneless Wings,4000478,04:00,,,04:45,,,b5d72ed5-d430-444c-b0b4-56ff6d0be6b3,,,
8011192,"Cheese Bread, Detroit Brick (V3 Pilot)",d9dd0252-3c1b-411e-a5a8-ad58477627f6,2,1,COOK,TURBO_OVEN,,Cheese Bread,,04:30,,,04:45,,,8972c726-f03e-4011-9710-a8484116eae4,,,
8006904,"Lobster Cobb, BF 3.0",68d0f431-7763-4db2-b7cd-8769b572a1d5,2,1,GARNISH,,,"(½ ea) Avocado, Dice",,,,,01:00,,,,,,
8009068,"Cheese Fries, Burger Baby",3bf18ab5-c17d-47e9-ba4d-890e60ffa3a7,3,1,GARNISH,,,Place Fries - Small Branded Clamshell,,,,,00:15,,,bf9f39c2-9ce6-4f9c-9266-1de4f0dd10bd,,,
8008417,"12pc Boneless Nashville Hot Wings, Wing Trip",dda6b404-29fc-4698-9de8-319059284cf0,1,2,COOK,FRYER,,POST COOK: Sprinkle 2 TBSP Nashville Spice Mix,,02:30,,,02:45,,,aaa5d668-3a08-44df-9e9e-5a5885ff3d17,,,
8010855,"Sabroso Bowl, PRESET",f2c5628e-6421-4074-b6fe-88974d01d2e6,5,1,COOK,TURBO_OVEN,,Extra: Fajita Vegetables,,03:00,,,03:15,,,35096a97-510c-485a-b160-c8ecf96a8d98,,,
8010858,"Basics Bowl, PRESET",30d31de1-5786-49ad-998d-6c94cd440d06,18,1,COOK,MICROWAVE,,"Extra: Barbacoa, Drained",,00:40,,,01:00,,,3ee40ffd-12ac-4c43-be13-4f11af0aa115,,,
8008705,"Taco Pizza, Detroit Brick",310ac41e-90cd-4ae0-8478-c4aa21d99adf,3,5,GARNISH,,,No Sour Cream,,,,,00:45,,,7350ff44-87e4-4693-956b-997d56375567,,,
8010700,"BYO Harvest  Bowl, Royal Greens AB PRESET",08bb4dad-1040-4e6d-8b88-146cb180cac4,7,11,GARNISH,,,Royal Miso Dressing,,,,,00:15,,,,,,
8005006,"Salad (BYO), Limesalt",d6885207-6519-44c0-9666-ad38fdabd50d,22,10,GARNISH,,,Guacamole,,,,,00:15,,,ce91c4d5-481d-4a1f-bf07-0b359bccbbd9,,,
8011251,"Sesame Chicken, Kin House (Microwave Pilot)",3cfab29a-f082-49b7-a869-eaa284f6a58b,6,4,GARNISH,,,Sesame Seeds,,,,,00:15,,,75da78e1-3aa8-41a1-a63b-d2bac4e33903,,,
8007213,"Truffle Fries, Burger Baby",255a10d8-2f70-46e1-91b7-81d79a716f21,2,1,COMPLETE,,,Place in Bag,,,,30:00,00:05,,,079b67af-ecce-4141-9c04-6ab74e55112a,,,
8011200,"Veggie Pizza, Detroit Brick (V2 Pilot)",3539bd73-2d76-4b55-a8d2-bb1ad5949b9f,1,1,GARNISH,,,Spray- Pizza Pan,,,,,00:45,,,18a2db60-cd8a-4bbb-ad0a-7560b0b13f38,,,
8008643,"Fried Chicken Sandwich, Street Bird",26c36a79-8dfe-4fe1-85aa-43d3e27e836a,1,1,COOK,FRYER,,"(1 ea) Chicken Filet, Breaded",4000113,05:00,,,05:15,,,7be19ffa-ee1c-4c43-91ac-7609a0bb326e,,,
8010465,"12"" Gluten-Free Pizza Piccante, Alanza Pizza",ca8e865a-eabe-4cec-9ff2-b3b23e617c4e,3,3,GARNISH,,,"Honey Packet, Drizzle (Kit)",5181437,,,,00:15,,,7195ec9d-5091-4f95-b41a-85e47afa89fd,,,
8011000,"Hummus Crunch Salad, Royal Greens PRESET",34e8698f-8854-4429-9e2b-0d7c9d3c8b91,5,18,GARNISH,,,48oz Pulp Bowl,,,,,00:15,,,,,,
8009955,"Chicken Tenders, Bellies",daec5dd2-8335-45a0-855a-6858b0626e7c,1,1,COOK,FRYER,,(3) Breaded Chicken Tender ,4000477,05:00,,,05:45,,,ffe9cf00-45f9-4a6f-9e33-9bbad99121eb,,,
8010907,"BBQ Brisket Burrito, PRESET",649120e6-04c0-4a8c-a8fd-e83fd53399b9,23,4,GARNISH,,,Corn Salsa,,,,,00:15,,,03158d04-8ba4-4230-85c8-f9f4ce4b200c,,,
8010678,"BYO Maydan’s Fattoush Salad, Royal Greens PRESET",e0d872f5-2bf4-408b-be1b-bc9f6bb65f49,6,30,GARNISH,,,Fried Shallots,,,,,00:15,,,,,,
8008646,"Fried Spicy Chicken Sandwich, Street Bird",e7327c3f-2212-44ae-9759-a357993a0791,2,8,GARNISH,,,(1 ea) Sliced Tomato,,,,,01:00,,,d979e8f6-0b39-4f25-96d6-2874e83ff05b,,,
8006150,"Old Bay Fries, Fred's 3.0",c1c1ecf4-5372-43cd-b356-23a89794b9d3,1,1,COOK,FRYER,,Fries,4000053,04:00,,,04:45,,,304d5d6b-676a-496e-9c60-a77ad25d204b,,,
8011275,"12pc Boneless Wings, Wing Trip",f48698f5-54df-45d3-b584-c50432e66f1a,11,7,GARNISH,,, Gochujang Blaze Wing,,,,,00:15,,,8ab86863-9d7a-4da9-b9cb-41634f253fa8,,,
8009932,"French Fries, Mainstay",b05c5220-f206-49c1-b1c4-e3d30bb548f7,1,2,COOK,FRYER,,"POST COOK: (2 Shakes) Salt, Toss",,04:00,,,04:45,,,3c9b940f-fd5b-4902-9852-d854e9da564b,,,
8010909,"BBQ Brisket Taco, PRESET",22ead752-8401-4388-a19b-35fa262728a8,16,7,GARNISH,,,(12 Pt) Sour Cream,,,,,00:15,,,4bc41e5f-e75b-4bc7-9b04-53093250015d,,,
8010707,"BYO Royal Roots  Bowl, Royal Greens AB PRESET",7a705195-24e4-4801-ad2f-3a34b688d550,8,1,COMPLETE,,,Place in Bag,9000041,,,30:00,00:15,,,,,,
8011272,"6pc Classic Wings, Wing Trip",a26b2991-2864-4365-bc47-9729e73c116b,7,1,COOK,FRYER,,(6) Bone-in Wings ,,07:00,,,07:15,,,d1f7750b-43ca-4b4e-92d2-ade0cbb13b33,MANDATORY_CHOICE,Choose Your Flavor ,Gochujang Blaze
8008271,"6pc Boneless Peri Peri Wings, Wing Trip",0822e380-3bb2-4ebe-994a-bf9cb04eb541,2,1,GARNISH,,,Wing Paper - Small Branded Box,,,,,00:15,,,b5d72ed5-d430-444c-b0b4-56ff6d0be6b3,,,
8005007,"Quesadilla (BYO), Limesalt",4f98955f-94b6-4c0f-bf0f-d8d861c340e3,12,8,GARNISH,,,Pickled Red Onions - 2oz Portion Cup,,,,,00:15,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0,,,
8010909,"BBQ Brisket Taco, PRESET",22ead752-8401-4388-a19b-35fa262728a8,7,1,COOK,WATER_BATH,,Pinto Beans,,20:00,,,20:30,,,ce91c4d5-481d-4a1f-bf07-0b359bccbbd9,,,
8010062,"French Fries, Bellies",d2476fe6-a549-45b8-9f9c-8b38160c1c83,1,1,COOK,FRYER,,Fries,4000053,04:00,,,04:45,,,064b590c-8ab6-4197-bba2-f65522b558d3,,,
8010465,"12"" Gluten-Free Pizza Piccante, Alanza Pizza",ca8e865a-eabe-4cec-9ff2-b3b23e617c4e,1,3,GARNISH,,,"(1) Calabrian Hot Chili Peppers, Spread",8805887,,,,00:45,,,0f6cb20e-f820-4fc3-99d9-3eee3df223b4,,,
8010062,"French Fries, Bellies",d50dfc66-bff6-46d8-afb2-018b12e4924d,1,3,COOK,FRYER,,POST COOK: Bellies Clamshell - Fries,,04:00,,,04:45,,,c3ee63d9-e9cd-4235-b096-ae26915a15b7,,,
8005006,"Salad (BYO), Limesalt",d6885207-6519-44c0-9666-ad38fdabd50d,2,1,COOK,RICE_COOKER,,Brown Rice,,40:00,,00:00,40:15,,,72892b02-6079-4724-81aa-e47fd42a03e7,,,
8008407,"12pc Tandoori Wings, Wing Trip",a62beab5-61d3-4d00-9c97-e47710bcaf59,2,1,GARNISH,,,Wing Paper - Large Branded Box,,,,,00:30,,,688c7b1f-6069-416b-b511-151a487a58b4,,,
8010853,"Ranchero Bowl, PRESET",e832aae2-196e-49a4-a492-f661a067e41e,22,9,GARNISH,,,Extra: Guacamole,,,,,00:15,,,72892b02-6079-4724-81aa-e47fd42a03e7,,,
8004638,"Bowl (BYO), Limesalt",e962dd3c-8851-44ac-8254-edb11237306d,11,1,COOK,TURBO_OVEN,,Adobo Chicken,,04:00,,,04:15,,,72892b02-6079-4724-81aa-e47fd42a03e7,,,
8011252,"Sesame Beef, Kin House (Microwave Pilot)",1ab68340-5661-4670-9d7d-68de02aba5bc,2,3,COOK,MICROWAVE,,(2 Shakes) Salt,,01:30,,,01:45,,,e81ccc58-9e04-4c37-8ad8-f76912269a61,,,
8006305,"Queso, Tejas 3.0",3239d520-1858-4f8a-89e7-092547411103,3,1,VEND,,,Tortilla Chips,8806265,,,,00:00,,,,,,
8010867,"Mexican Fries, Limesalt",f7ae62ee-7367-4bbc-b489-7f3d3b998ac7,1,1,GARNISH,,,Chipotle Ranch,,,,,00:15,,,f04061e7-6e99-4bd7-89f4-be7b675bc0d1,,,
8005007,"Quesadilla (BYO), Limesalt",4f98955f-94b6-4c0f-bf0f-d8d861c340e3,5,1,COOK,MICROWAVE,,Spiced Tofu,,01:15,,,01:30,,,d9c2a7d5-46ca-4275-add9-b3e73761d396,,,
8010857,"Picante Bowl, PRESET",33d3c0c4-a032-438f-bcd5-1e3efc066f1b,14,1,COOK,MICROWAVE,,Extra: Spiced Tofu,,01:15,,,01:30,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0,,,
8007271,"6pc Lemon Pepper Wings, Wing Trip",6b45bfef-2d3a-4c68-9110-9176c4c4e7f5,2,2,GARNISH,,,(1) Foil Sheet,,,,,00:15,,,c6bd9fd5-e01e-45ea-98e1-bb1d1db9b2cd,,,
